group_id	group_size	sp_in_grp	seed_ortholog_cnt	a_nosocomialis.faa	a_pittii.faa	a_pragensis.faa	ab_17978.faa	ab_19606.faa
1383	5	5	5	WP_009501482.1	WP_005064540.1	WP_067668482.1	WP_000183443.1	WP_000183443.1
1384	5	5	5	WP_009503942.1	WP_019767357.1	WP_067668345.1	WP_000999594.1	WP_000999596.1
1385	5	5	5	WP_009503945.1	WP_002121857.1	WP_067671787.1	WP_000787753.1	WP_000787757.1
1386	5	5	5	WP_014205902.1	WP_171069828.1	WP_171254411.1	WP_014205902.1	WP_014205902.1
1387	5	5	5	WP_014208064.1	WP_002120807.1	WP_067667685.1	WP_002000487.1	WP_001222772.1
1388	5	5	5	WP_016141440.1	WP_002114317.1	WP_067667290.1	WP_000431131.1	WP_000431128.1
1389	5	5	5	WP_016803570.1	WP_019767371.1	WP_067667368.1	WP_000004719.1	WP_000004726.1
1390	5	5	5	WP_016803611.1	WP_002117080.1	WP_067669862.1	WP_001181667.1	WP_001181658.1
1391	5	5	5	WP_016803623.1	WP_002115149.1	WP_067666783.1	WP_001088254.1	WP_001088254.1
1392	5	5	5	WP_016803666.1	WP_002121245.1	WP_067672828.1	WP_000910001.1	WP_000910009.1
1393	5	5	5	WP_016803687.1	WP_002121145.1	WP_067666039.1	WP_000959168.1	WP_000959169.1
1394	5	5	5	WP_016803782.1	WP_002116743.1	WP_067670074.1	WP_000157128.1	WP_000157130.1
1395	5	5	5	WP_016803805.1	WP_019767988.1	WP_067666282.1	WP_000958096.1	WP_000958103.1
1396	5	5	5	WP_016803857.1	WP_002115550.1	WP_067668563.1	WP_000179362.1	WP_000179363.1
1397	5	5	5	WP_016803909.1	WP_002116318.1	WP_067670441.1	WP_000768258.1	WP_000768254.1
1398	5	5	5	WP_016803955.1	WP_002114661.1	WP_067669650.1	WP_000643174.1	WP_000643174.1
1399	5	5	5	WP_016803966.1	WP_002115145.1	WP_067669609.1	WP_000269705.1	WP_000269705.1
1400	5	5	5	WP_016804179.1	WP_002116687.1	WP_067669316.1	WP_000716511.1	WP_000716507.1
1401	5	5	5	WP_016804354.1	WP_005803354.1	WP_227509811.1	WP_000174928.1	WP_000174929.1
1402	5	5	5	WP_016804411.1	WP_002122183.1	WP_067667837.1	WP_000923627.1	WP_000923628.1
1403	5	5	5	WP_016804535.1	WP_002116384.1	WP_067672557.1	WP_000509981.1	WP_000509978.1
1404	5	5	5	WP_016804536.1	WP_002116248.1	WP_067672560.1	WP_001220108.1	WP_001220108.1
1405	5	5	5	WP_016804539.1	WP_002116088.1	WP_067670598.1	WP_001123422.1	WP_001123426.1
1406	5	5	5	WP_016804624.1	WP_002118198.1	WP_067670818.1	WP_000913439.1	WP_000913437.1
1407	5	5	5	WP_016804645.1	WP_002116357.1	WP_067665042.1	WP_000477155.1	WP_000477156.1
1408	5	5	5	WP_016804676.1	WP_002119027.1	WP_067668945.1	WP_000550750.1	WP_000550750.1
1409	5	5	5	WP_016804699.1	WP_002117648.1	WP_067667429.1	WP_000959396.1	WP_000959396.1
1410	5	5	5	WP_016804700.1	WP_002117498.1	WP_067667425.1	WP_001275992.1	WP_001275993.1
1411	5	5	5	WP_016804701.1	WP_002117793.1	WP_067668773.1	WP_000887362.1	WP_000887369.1
1412	5	5	5	WP_016804844.1	WP_002121425.1	WP_067668117.1	WP_000836915.1	WP_000836911.1
1413	5	5	5	WP_016804848.1	WP_002121338.1	WP_067667890.1	WP_000050458.1	WP_000050456.1
1414	5	5	5	WP_016804867.1	WP_019767701.1	WP_067667785.1	WP_000053911.1	WP_000053917.1
1415	5	5	5	WP_016804902.1	WP_005802925.1	WP_067669087.1	WP_000795842.1	WP_000795841.1
1416	5	5	5	WP_016804937.1	WP_002115728.1	WP_067665676.1	WP_001037943.1	WP_001037943.1
1417	5	5	5	WP_016804953.1	WP_005067833.1	WP_067669131.1	WP_004840396.1	WP_001984672.1
1418	5	5	5	WP_016805219.1	WP_002115250.1	WP_067670678.1	WP_000003115.1	WP_000003115.1
1419	5	5	5	WP_016805333.1	WP_014206947.1	WP_171254436.1	WP_000558176.1	WP_000558177.1
1420	5	5	5	WP_016805398.1	WP_005804298.1	WP_067666406.1	WP_001166321.1	WP_001166321.1
1421	5	5	5	WP_016805415.1	WP_002121357.1	WP_067671473.1	WP_000192624.1	WP_000192619.1
1422	5	5	5	WP_016805462.1	WP_005803227.1	WP_067669513.1	WP_031945452.1	WP_001076479.1
1423	5	5	5	WP_016805481.1	WP_005802662.1	WP_067670257.1	WP_001133993.1	WP_001133993.1
1424	5	5	5	WP_016805510.1	WP_002118918.1	WP_067668788.1	WP_000866520.1	WP_000866529.1
1425	5	5	5	WP_016805635.1	WP_002121577.1	WP_067672276.1	WP_000781338.1	WP_000781338.1
1426	5	5	5	WP_016805720.1	WP_002121443.1	WP_067667872.1	WP_000553193.1	WP_000553193.1
1427	5	5	5	WP_016805735.1	WP_002119289.1	WP_067668333.1	WP_000174475.1	WP_000174475.1
1428	5	5	5	WP_016805781.1	WP_002122179.1	WP_067666674.1	WP_000572397.1	WP_029777686.1
1429	5	5	5	WP_016805788.1	WP_001017026.1	WP_067667227.1	WP_001017018.1	WP_001017019.1
1430	5	5	5	WP_017392587.1	WP_002116671.1	WP_067669595.1	WP_000059340.1	WP_000059345.1
1431	5	5	5	WP_017392607.1	WP_002117055.1	WP_067669196.1	WP_000788346.1	WP_000788344.1
1432	5	5	5	WP_017392636.1	WP_019767447.1	WP_081406767.1	WP_000054175.1	WP_000054175.1
1433	5	5	5	WP_017392834.1	WP_002117927.1	WP_067666464.1	WP_000993544.1	WP_000993539.1
1434	5	5	5	WP_017392868.1	WP_002121480.1	WP_067665724.1	WP_000133509.1	WP_000133499.1
1435	5	5	5	WP_017393157.1	WP_002118123.1	WP_067668857.1	WP_049594817.1	WP_000576645.1
1436	5	5	5	WP_017393394.1	WP_019767651.1	WP_067668027.1	WP_001097350.1	WP_001097356.1
1437	5	5	5	WP_017393569.1	WP_019767589.1	WP_067671503.1	WP_000871703.1	WP_000871703.1
1438	5	5	5	WP_017393664.1	WP_002121572.1	WP_067670723.1	WP_001034598.1	WP_001034598.1
1439	5	5	5	WP_017393932.1	WP_002114893.1	WP_067666747.1	WP_000106721.1	WP_000106725.1
1440	5	5	5	WP_017394128.1	WP_002116122.1	WP_067665031.1	WP_000935247.1	WP_000935253.1
1441	5	5	5	WP_017394142.1	WP_023187762.1	WP_067672536.1	WP_000991230.1	WP_000991233.1
1442	5	5	5	WP_017394158.1	WP_005064195.1	WP_067672244.1	WP_000989966.1	WP_000989966.1
1443	5	5	5	WP_017394179.1	WP_002120030.1	WP_067665212.1	WP_001091095.1	WP_001091095.1
1444	5	5	5	WP_017394371.1	WP_002118372.1	WP_067668738.1	WP_000268350.1	WP_000268353.1
1445	5	5	5	WP_017398156.1	WP_019768050.1	WP_067669649.1	WP_000865303.1	WP_000865306.1
1446	5	5	5	WP_017398381.1	WP_005803059.1	WP_067668169.1	WP_000167349.1	WP_000167377.1
1447	5	5	5	WP_017816652.1	WP_002115557.1	WP_067668555.1	WP_000106446.1	WP_000106446.1
1448	5	5	5	WP_019457463.1	WP_016802533.1	WP_171254465.1	WP_001984787.1	WP_001984787.1
1449	5	5	5	WP_019458355.1	WP_005073571.1	WP_067671512.1	WP_001024112.1	WP_001024112.1
1450	5	5	5	WP_019458356.1	WP_002119639.1	WP_067671519.1	WP_000733779.1	WP_000733779.1
1451	5	5	5	WP_019458548.1	WP_019767366.1	WP_067668442.1	WP_001021720.1	WP_001021725.1
1452	5	5	5	WP_020992285.1	WP_002116073.1	WP_067669709.1	WP_001175200.1	WP_001175200.1
1453	5	5	5	WP_021510640.1	WP_000567533.1	WP_067666356.1	WP_000567533.1	WP_000567533.1
1454	5	5	5	WP_022574300.1	WP_002120691.1	WP_067670414.1	WP_049594894.1	WP_001985065.1
1455	5	5	5	WP_022574301.1	WP_016802658.1	WP_067670355.1	WP_000964178.1	WP_000964178.1
1456	5	5	5	WP_022574302.1	WP_019768098.1	WP_067670361.1	WP_001281039.1	WP_001281022.1
1457	5	5	5	WP_022574303.1	WP_016802662.1	WP_067670363.1	WP_000771825.1	WP_000771824.1
1458	5	5	5	WP_022574304.1	WP_016802663.1	WP_067670365.1	WP_000828377.1	WP_000828359.1
1459	5	5	5	WP_022574305.1	WP_016802664.1	WP_067670367.1	WP_001090743.1	WP_001090743.1
1460	5	5	5	WP_022574306.1	WP_023187715.1	WP_067666194.1	WP_001164659.1	WP_001164664.1
1461	5	5	5	WP_022574307.1	WP_005804832.1	WP_067670378.1	WP_001173275.1	WP_001173275.1
1462	5	5	5	WP_022574309.1	WP_005804826.1	WP_067670394.1	WP_000080757.1	WP_000080759.1
1463	5	5	5	WP_022574310.1	WP_005804825.1	WP_067670396.1	WP_000737567.1	WP_000737567.1
1464	5	5	5	WP_022574311.1	WP_002120796.1	WP_067670398.1	WP_000027529.1	WP_000027529.1
1465	5	5	5	WP_022574312.1	WP_019768097.1	WP_067667390.1	WP_000994552.1	WP_000994548.1
1466	5	5	5	WP_022574314.1	WP_016802677.1	WP_067670400.1	WP_001081729.1	WP_001081735.1
1467	5	5	5	WP_022574315.1	WP_016802678.1	WP_067670402.1	WP_000026927.1	WP_000026927.1
1468	5	5	5	WP_022574316.1	WP_016802679.1	WP_067670404.1	WP_000810005.1	WP_000810002.1
1469	5	5	5	WP_022574317.1	WP_017400304.1	WP_067668661.1	WP_000724220.1	WP_000724216.1
1470	5	5	5	WP_022574318.1	WP_019768094.1	WP_067668665.1	WP_001075972.1	WP_001075976.1
1471	5	5	5	WP_022574320.1	WP_019768092.1	WP_106386927.1	WP_000872590.1	WP_000872595.1
1472	5	5	5	WP_022574321.1	WP_005804810.1	WP_067668683.1	WP_001175093.1	WP_001175092.1
1473	5	5	5	WP_022574333.1	WP_005071816.1	WP_067665864.1	WP_000826956.1	WP_000826956.1
1474	5	5	5	WP_022574341.1	WP_019768086.1	WP_067667480.1	WP_001193015.1	WP_001193008.1
1475	5	5	5	WP_022574342.1	WP_002120737.1	WP_067667831.1	WP_000097515.1	WP_000097514.1
1476	5	5	5	WP_022574343.1	WP_019768084.1	WP_067665096.1	WP_001093597.1	WP_001093582.1
1477	5	5	5	WP_022574352.1	WP_002118021.1	WP_067665126.1	WP_001130507.1	WP_001130507.1
1478	5	5	5	WP_022574353.1	WP_002118036.1	WP_067665132.1	WP_001078193.1	WP_001078193.1
1479	5	5	5	WP_022574361.1	WP_002118030.1	WP_067672008.1	WP_001160761.1	WP_001160765.1
1480	5	5	5	WP_022574373.1	WP_002114120.1	WP_067672492.1	WP_001249778.1	WP_001249783.1
1481	5	5	5	WP_022574375.1	WP_002114082.1	WP_067671814.1	WP_000069626.1	WP_000069621.1
1482	5	5	5	WP_022574376.1	WP_002114081.1	WP_067671799.1	WP_000127662.1	WP_000127662.1
1483	5	5	5	WP_022574377.1	WP_016802485.1	WP_067671796.1	WP_000626445.1	WP_000626445.1
1484	5	5	5	WP_022574378.1	WP_019768072.1	WP_067668440.1	WP_001090290.1	WP_001090284.1
1485	5	5	5	WP_022574379.1	WP_002114135.1	WP_067671082.1	WP_000623102.1	WP_000623106.1
1486	5	5	5	WP_022574382.1	WP_014208124.1	WP_106386943.1	WP_001112013.1	WP_001112013.1
1487	5	5	5	WP_022574383.1	WP_002114089.1	WP_067671355.1	WP_000757149.1	WP_000757143.1
1488	5	5	5	WP_022574384.1	WP_019768069.1	WP_067671361.1	WP_000194676.1	WP_000194678.1
1489	5	5	5	WP_022574386.1	WP_002114056.1	WP_067671370.1	WP_000633612.1	WP_000633612.1
1490	5	5	5	WP_022574387.1	WP_002114134.1	WP_067671373.1	WP_000755282.1	WP_000755112.1
1491	5	5	5	WP_022574388.1	WP_002114087.1	WP_067671379.1	WP_000231981.1	WP_000231976.1
1492	5	5	5	WP_022574389.1	WP_019768068.1	WP_067671382.1	WP_001120672.1	WP_001120684.1
1493	5	5	5	WP_022574390.1	WP_002114062.1	WP_067671385.1	WP_001177950.1	WP_001177956.1
1494	5	5	5	WP_022574393.1	WP_002121047.1	WP_067665522.1	WP_000080966.1	WP_000080990.1
1495	5	5	5	WP_022574395.1	WP_002121089.1	WP_067665536.1	WP_001067206.1	WP_001067206.1
1496	5	5	5	WP_022574397.1	WP_019767717.1	WP_067665542.1	WP_000209786.1	WP_001094694.1
1497	5	5	5	WP_022574399.1	WP_019767719.1	WP_067665548.1	WP_000004224.1	WP_000004235.1
1498	5	5	5	WP_022574400.1	WP_019767722.1	WP_067671838.1	WP_001187023.1	WP_001187029.1
1499	5	5	5	WP_022574401.1	WP_019767723.1	WP_067667199.1	WP_001059571.1	WP_001059568.1
1500	5	5	5	WP_022574402.1	WP_019767724.1	WP_067667197.1	WP_005135175.1	WP_000462456.1
1501	5	5	5	WP_022574403.1	WP_019767725.1	WP_067667195.1	WP_000110884.1	WP_000110890.1
1502	5	5	5	WP_022574404.1	WP_019767726.1	WP_067667193.1	WP_000208327.1	WP_000208316.1
1503	5	5	5	WP_022574408.1	WP_002121038.1	WP_067665639.1	WP_000884020.1	WP_002036546.1
1504	5	5	5	WP_022574412.1	WP_078210525.1	WP_067665577.1	WP_000130495.1	WP_000130500.1
1505	5	5	5	WP_022574413.1	WP_002120952.1	WP_067665580.1	WP_049594828.1	WP_001084470.1
1506	5	5	5	WP_022574414.1	WP_002120925.1	WP_067665582.1	WP_001056937.1	WP_001056936.1
1507	5	5	5	WP_022574415.1	WP_019767732.1	WP_067666097.1	WP_000210282.1	WP_000210290.1
1508	5	5	5	WP_022574416.1	WP_001077876.1	WP_067666139.1	WP_001077865.1	WP_001077868.1
1509	5	5	5	WP_022574419.1	WP_002121058.1	WP_067666109.1	WP_000005756.1	WP_000005612.1
1510	5	4	5	WP_022574456.1	*	WP_067667257.1	WP_000774594.1,WP_001054572.1	WP_000774594.1
1511	5	5	5	WP_022574467.1	WP_019767778.1	WP_067669728.1	WP_049594829.1	WP_000020061.1
1512	5	4	5	WP_022574567.1	WP_002118449.1	*	WP_000336209.1,WP_005134939.1	WP_001093099.1
1513	5	5	5	WP_022574575.1	WP_005802223.1	WP_067665562.1	WP_001070647.1	WP_001070629.1
1514	5	5	5	WP_022574602.1	WP_002113553.1	WP_067666995.1	WP_000642313.1	WP_000642305.1
1515	5	5	5	WP_022574603.1	WP_002113563.1	WP_067666997.1	WP_005135314.1	WP_001271396.1
1516	5	5	5	WP_022574605.1	WP_001177517.1	WP_067667003.1	WP_001177517.1	WP_001177517.1
1517	5	5	5	WP_022574606.1	WP_002113898.1	WP_067667005.1	WP_000364555.1	WP_000364554.1
1518	5	5	5	WP_022574607.1	WP_002113737.1	WP_067667006.1	WP_005135316.1	WP_000367580.1
1519	5	5	5	WP_022574609.1	WP_002113712.1	WP_067666438.1	WP_000918444.1	WP_000918444.1
1520	5	5	5	WP_022574614.1	WP_002122193.1	WP_067667768.1	WP_000183456.1	WP_000183448.1
1521	5	5	5	WP_022574615.1	WP_005076175.1	WP_067667764.1	WP_000422841.1	WP_000422834.1
1522	5	5	5	WP_022574620.1	WP_002122187.1	WP_067666676.1	WP_000013434.1	WP_000013436.1
1523	5	5	5	WP_022574623.1	WP_023187894.1	WP_067667248.1	WP_000548743.1	WP_000548738.1
1524	5	5	5	WP_022574627.1	WP_002122174.1	WP_067666479.1	WP_000187500.1	WP_000187515.1
1525	5	5	5	WP_022574629.1	WP_002122157.1	WP_067666477.1	WP_001051580.1	WP_001051583.1
1526	5	5	5	WP_022574630.1	WP_019767827.1	WP_067666474.1	WP_001104726.1	WP_001104733.1
1527	5	5	5	WP_022574631.1	WP_002122244.1	WP_067666472.1	WP_000939714.1	WP_000939717.1
1528	5	5	5	WP_022574632.1	WP_002122173.1	WP_067666470.1	WP_000249280.1	WP_005144038.1
1529	5	5	5	WP_022574635.1	WP_002117920.1	WP_067666468.1	WP_000186520.1	WP_000186525.1
1530	5	5	5	WP_022574636.1	WP_002117909.1	WP_067666430.1	WP_000070800.1	WP_000070798.1
1531	5	5	5	WP_022574638.1	WP_002117921.1	WP_067667745.1	WP_001015254.1	WP_001015254.1
1532	5	5	5	WP_022574640.1	WP_002117941.1	WP_067667735.1	WP_000487583.1	WP_000487575.1
1533	5	5	5	WP_022574641.1	WP_002117971.1	WP_067667733.1	WP_000473797.1	WP_000473795.1
1534	5	5	5	WP_022574642.1	WP_078210398.1	WP_067665721.1	WP_104159520.1	WP_098713177.1
1535	5	5	5	WP_022574643.1	WP_002117938.1	WP_067665718.1	WP_000108826.1	WP_000108827.1
1536	5	5	5	WP_022574644.1	WP_002117974.1	WP_067665700.1	WP_000471051.1	WP_000471052.1
1537	5	5	5	WP_022574655.1	WP_002117981.1	WP_067667956.1	WP_000126961.1	WP_000126961.1
1538	5	5	5	WP_022574656.1	WP_002117929.1	WP_067667951.1	WP_000830354.1	WP_000830348.1
1539	5	5	5	WP_022574659.1	WP_002121363.1	WP_067667916.1	WP_000908453.1	WP_000908453.1
1540	5	5	5	WP_022574660.1	WP_002121457.1	WP_162840078.1	WP_000301478.1	WP_000301461.1
1541	5	5	5	WP_022574661.1	WP_002121460.1	WP_067667910.1	WP_000594584.1	WP_000594572.1
1542	5	5	5	WP_022574662.1	WP_002121462.1	WP_067667902.1	WP_000497298.1	WP_000497298.1
1543	5	5	5	WP_022574663.1	WP_002121362.1	WP_067667896.1	WP_001075412.1	WP_001075416.1
1544	5	5	5	WP_022574664.1	WP_002121388.1	WP_067667887.1	WP_001070732.1	WP_001070730.1
1545	5	5	5	WP_022574665.1	WP_002121473.1	WP_067667881.1	WP_000264037.1	WP_000264037.1
1546	5	5	5	WP_022574666.1	WP_002121402.1	WP_067667869.1	WP_000646456.1	WP_000646456.1
1547	5	5	5	WP_022574667.1	WP_002121407.1	WP_067667866.1	WP_001096106.1	WP_001096107.1
1548	5	5	5	WP_022574668.1	WP_002121436.1	WP_067665727.1	WP_000812869.1	WP_000812866.1
1549	5	5	5	WP_022574670.1	WP_002121411.1	WP_067667725.1	WP_001094956.1	WP_001094965.1
1550	5	5	5	WP_022574672.1	WP_002121354.1	WP_067667721.1	WP_000204683.1	WP_000204686.1
1551	5	5	5	WP_022574674.1	WP_002121367.1	WP_067671603.1	WP_000248287.1	WP_000248285.1
1552	5	5	5	WP_022574677.1	WP_002121390.1	WP_067671610.1	WP_000211068.1	WP_000211068.1
1553	5	5	5	WP_022574678.1	WP_002121432.1	WP_067671467.1	WP_001050729.1	WP_001050729.1
1554	5	5	5	WP_022574681.1	WP_002121474.1	WP_067671458.1	WP_001149482.1	WP_001149476.1
1555	5	5	5	WP_022574682.1	WP_002121344.1	WP_067671455.1	WP_000204466.1	WP_000204457.1
1556	5	4	5	WP_022574689.1	WP_002115972.1	*	WP_000378383.1	WP_000081159.1,WP_000378375.1
1557	5	5	5	WP_022574692.1	WP_002114566.1	WP_067670796.1	WP_000713973.1	WP_000713975.1
1558	5	5	5	WP_022574695.1	WP_002114400.1	WP_067670482.1	WP_000110649.1	WP_000110648.1
1559	5	5	5	WP_022574696.1	WP_002114410.1	WP_067670790.1	WP_001265503.1	WP_001265503.1
1560	5	5	5	WP_022574697.1	WP_005802387.1	WP_067670788.1	WP_011859074.1	WP_002134419.1
1561	5	5	5	WP_022574698.1	WP_002114479.1	WP_067670786.1	WP_000205200.1	WP_000205193.1
1562	5	5	5	WP_022574699.1	WP_002114361.1	WP_067670784.1	WP_000753091.1	WP_000753098.1
1563	5	5	5	WP_022574701.1	WP_002114233.1	WP_067670780.1	WP_000974337.1	WP_001007366.1
1564	5	5	5	WP_022574704.1	WP_002114326.1	WP_067670768.1	WP_000067185.1	WP_000067184.1
1565	5	5	5	WP_022574705.1	WP_002114375.1	WP_067670766.1	WP_223292185.1	WP_000342695.1
1566	5	5	5	WP_022574709.1	WP_002114151.1	WP_067670754.1	WP_000611177.1	WP_000611178.1
1567	5	5	5	WP_022574713.1	WP_002114181.1	WP_067667118.1	WP_000956445.1	WP_000956445.1
1568	5	5	5	WP_022574714.1	WP_002114528.1	WP_067671532.1	WP_001160984.1	WP_001160984.1
1569	5	5	5	WP_022574715.1	WP_005802410.1	WP_067671544.1	WP_000498041.1	WP_000498044.1
1570	5	5	5	WP_022574717.1	WP_005802660.1	WP_067670266.1	WP_049594845.1	WP_000931808.1
1571	5	5	5	WP_022574718.1	WP_005802658.1	WP_067670330.1	WP_000512836.1	WP_000512836.1
1572	5	5	5	WP_022574721.1	WP_017481375.1	WP_067665869.1	WP_000212295.1	WP_000212311.1
1573	5	5	5	WP_022574722.1	WP_017481376.1	WP_067665872.1	WP_000071243.1	WP_000071232.1
1574	5	5	5	WP_022574724.1	WP_017481378.1	WP_067665881.1	WP_001137400.1	WP_001137396.1
1575	5	5	5	WP_022574734.1	WP_017481385.1	WP_067668197.1	WP_000377589.1	WP_000377593.1
1576	5	5	5	WP_022574735.1	WP_005070253.1	WP_067668195.1	WP_001020650.1	WP_001020650.1
1577	5	5	5	WP_022574736.1	WP_017481386.1	WP_067670865.1	WP_000331906.1	WP_000331902.1
1578	5	5	5	WP_022574739.1	WP_017481390.1	WP_067672044.1	WP_001283229.1	WP_001283226.1
1579	5	5	5	WP_022574752.1	WP_005070181.1	WP_067671573.1	WP_000381220.1	WP_000381220.1
1580	5	5	5	WP_022574753.1	WP_019767873.1	WP_067671563.1	WP_000885986.1	WP_001116933.1
1581	5	5	5	WP_022574755.1	WP_019767869.1	WP_067671550.1	WP_005135458.1	WP_001083265.1
1582	5	5	5	WP_022574816.1	WP_002114455.1	WP_067668176.1	WP_001090539.1	WP_001090544.1
1583	5	5	5	WP_022574817.1	WP_000217380.1	WP_067668173.1	WP_000217385.1	WP_000217385.1
1584	5	5	5	WP_022574840.1	WP_002114531.1	WP_171254480.1	WP_000083629.1	WP_000083629.1
1585	5	5	5	WP_022574841.1	WP_002114473.1	WP_067671168.1	WP_000046446.1	WP_000046452.1
1586	5	5	5	WP_022574846.1	WP_005076719.1	WP_067671044.1	WP_000720060.1	WP_000720060.1
1587	5	5	5	WP_022574854.1	WP_002114223.1	WP_067667292.1	WP_000892954.1	WP_000892950.1
1588	5	5	5	WP_022574855.1	WP_002114543.1	WP_067667286.1	WP_001016790.1	WP_001016793.1
1589	5	5	5	WP_022574856.1	WP_002114492.1	WP_067667282.1	WP_000077464.1	WP_000077460.1
1590	5	5	5	WP_022574857.1	WP_002114484.1	WP_067667280.1	WP_001154847.1	WP_001156945.1
1591	5	5	5	WP_022574858.1	WP_002114573.1	WP_067667277.1	WP_000130583.1	WP_000130573.1
1592	5	5	5	WP_022574859.1	WP_023187914.1	WP_067667275.1	WP_000390395.1	WP_000390396.1
1593	5	5	5	WP_022574860.1	WP_005802502.1	WP_067667268.1	WP_001112273.1	WP_001112258.1
1594	5	5	5	WP_022574872.1	WP_002114537.1	WP_067665553.1	WP_000353517.1	WP_000353515.1
1595	5	5	5	WP_022574889.1	WP_002114414.1	WP_067670120.1	WP_049594840.1	WP_000995505.1
1596	5	5	5	WP_022574891.1	WP_002114430.1	WP_067670045.1	WP_001230726.1	WP_001230727.1
1597	5	5	5	WP_022574894.1	WP_002114236.1	WP_067670802.1	WP_000121725.1	WP_000121724.1
1598	5	5	5	WP_022574897.1	WP_002114208.1	WP_067670326.1	WP_001029888.1	WP_001029913.1
1599	5	5	5	WP_022574925.1	WP_002114315.1	WP_067668444.1	WP_001058364.1	WP_001058349.1
1600	5	5	5	WP_022574926.1	WP_002114274.1	WP_067666483.1	WP_000102769.1	WP_000102767.1
1601	5	5	5	WP_022574928.1	WP_002114412.1	WP_067670620.1	WP_000275757.1	WP_000275754.1
1602	5	5	5	WP_022574933.1	WP_002114425.1	WP_067667304.1	WP_000278262.1	WP_000278276.1
1603	5	5	5	WP_022574947.1	WP_002114534.1	WP_067669849.1	WP_000138015.1	WP_000138016.1
1604	5	5	5	WP_022574948.1	WP_002114199.1	WP_067669736.1	WP_000610147.1	WP_000610149.1
1605	5	5	5	WP_022574949.1	WP_002114266.1	WP_067669987.1	WP_000166030.1	WP_001983963.1
1606	5	5	5	WP_022574954.1	WP_002121590.1	WP_067670324.1	WP_000703552.1	WP_000703560.1
1607	5	5	5	WP_022574955.1	WP_002121583.1	WP_067670316.1	WP_000654263.1	WP_000655896.1
1608	5	5	5	WP_022574956.1	WP_002121585.1	WP_067670314.1	WP_005135487.1	WP_001098022.1
1609	5	5	5	WP_022574957.1	WP_002121541.1	WP_067671176.1	WP_000941316.1	WP_000941316.1
1610	5	5	5	WP_022574961.1	WP_002121544.1	WP_067670707.1	WP_001188821.1	WP_001188826.1
1611	5	5	5	WP_022574966.1	WP_005802826.1	WP_067668549.1	WP_000658009.1	WP_000658011.1
1612	5	5	5	WP_022574977.1	WP_002163172.1	WP_067667606.1	WP_005135506.1	WP_000470079.1
1613	5	5	5	WP_022574978.1	WP_002115351.1	WP_067667601.1	WP_000382549.1	WP_000382531.1
1614	5	5	5	WP_022574983.1	WP_002120534.1	WP_067667584.1	WP_000372418.1	WP_000372407.1
1615	5	5	5	WP_022574984.1	WP_002120498.1	WP_067667582.1	WP_001110011.1	WP_001110022.1
1616	5	5	5	WP_022574985.1	WP_001181015.1	WP_067668222.1	WP_001181016.1	WP_001181019.1
1617	5	5	5	WP_022575004.1	WP_002120519.1	WP_067667481.1	WP_000205079.1	WP_000205096.1
1618	5	5	5	WP_022575008.1	WP_002117612.1	WP_067667449.1	WP_005135545.1	WP_000550787.1
1619	5	5	5	WP_022575009.1	WP_005802871.1	WP_067667445.1	WP_000536102.1	WP_000536095.1
1620	5	5	5	WP_022575010.1	WP_005802873.1	WP_227509791.1	WP_001171023.1	WP_001171012.1
1621	5	5	5	WP_022575011.1	WP_005802874.1	WP_067667441.1	WP_000277821.1	WP_000277838.1
1622	5	5	5	WP_022575012.1	WP_002117761.1	WP_067667437.1	WP_001289243.1	WP_001289233.1
1623	5	5	5	WP_022575013.1	WP_002117650.1	WP_067667433.1	WP_001048902.1	WP_001048902.1
1624	5	5	5	WP_022575015.1	WP_005802881.1	WP_067670624.1	WP_000896577.1	WP_000896577.1
1625	5	5	5	WP_022575016.1	WP_005802884.1	WP_171254431.1	WP_001289778.1	WP_000005681.1
1626	5	5	5	WP_022575017.1	WP_005802886.1	WP_067667417.1	WP_001187369.1	WP_001187371.1
1627	5	5	5	WP_022575018.1	WP_005802888.1	WP_067667413.1	WP_000775467.1	WP_000775476.1
1628	5	5	5	WP_022575019.1	WP_005802891.1	WP_067667411.1	WP_001150153.1	WP_001150153.1
1629	5	5	5	WP_022575020.1	WP_005802897.1	WP_067666518.1	WP_000768347.1	WP_000768233.1
1630	5	5	5	WP_022575021.1	WP_005802899.1	WP_067669064.1	WP_001004359.1	WP_001004364.1
1631	5	4	5	WP_022575022.1,WP_022575024.1	*	WP_067668595.1	WP_001044102.1	WP_001044114.1
1632	5	5	5	WP_022575028.1	WP_005802914.1	WP_067669075.1	WP_001069886.1	WP_001069886.1
1633	5	5	5	WP_022575029.1	WP_002117539.1	WP_067669077.1	WP_000279329.1	WP_000279334.1
1634	5	5	5	WP_022575031.1	WP_005802927.1	WP_067667376.1	WP_001009287.1	WP_001009272.1
1635	5	5	5	WP_022575032.1	WP_005802929.1	WP_067667380.1	WP_000103638.1	WP_000103635.1
1636	5	5	5	WP_022575033.1	WP_005802933.1	WP_067667370.1	WP_000784160.1	WP_000784162.1
1637	5	5	5	WP_022575034.1	WP_005802937.1	WP_067667372.1	WP_000612143.1	WP_000612144.1
1638	5	5	5	WP_022575035.1	WP_031945998.1	WP_067667404.1	WP_001079965.1	WP_001984367.1
1639	5	5	5	WP_022575036.1	WP_005075493.1	WP_067669095.1	WP_000749178.1	WP_000749178.1
